Drug,lncRNA
Sulpiride,LINC01136
Sulpiride,THAP9-AS1
Sulpiride,ZNF213-AS1
Sulpiride,LINC01361
Sulpiride,TCL6
Sulpiride,AC007613.1
Sulpiride,AP003469.4
Sulpiride,AL034550.1
Sulpiride,AL117378.1
Sulpiride,LINC00599
Cefixime,LINC00342
Cefixime,AL031598.1
Cefixime,AL355922.1
Cefixime,NDST2
Cefixime,PRKCZ-AS1
Cefixime,LINC00963
Cefixime,ZNF213-AS1
Sparteine,AL021937.4
Sparteine,LINC00599
pancuronium bromide,AL450384.2
pancuronium bromide,AL355922.1
Levodopa,VASH1-AS1
Levodopa,TP73-AS1
Levodopa,AC007389.3
Pentamidine,RFPL1S
Bicuculline,LINC00963
Bicuculline,AC007613.1
Bicuculline,NDUFB2-AS1
piromidic acid,AL355922.1
piromidic acid,PRIM2
etamsylate,AC010834.1
etamsylate,TCL6
etamsylate,CERNA1
etamsylate,SNHG20
Prednisone,RFPL1S
Apigenin,ZNF213-AS1
Apigenin,AL355922.1
Apigenin,SNHG17
Apigenin,ELOA-AS1
beclometasone,TCL6
beclometasone,LINC01361
beclometasone,AL355922.1
beclometasone,AC007405.1
Dicyclomine,FOXD1-AS1
Dicyclomine,TP73-AS1
Dicyclomine,AC007876.1
N-acetylmuramic acid,AL034550.1
N-acetylmuramic acid,AL021937.4
N-acetylmuramic acid,MYCNOS
N-acetylmuramic acid,AP003469.4
Terconazole,AL450384.2
Terconazole,AL021937.4
Terconazole,NDST2
Captopril,AC010542.4
Captopril,MCM3AP-AS1
Captopril,ENSG00000229645
Captopril,AC093010.3
Ciclosporin,AL450384.2
Ciclosporin,LINC00963
Ciclosporin,AP003469.4
Ciclosporin,MIR22HG
tetramisole,ENSG00000229645
vitexin,EGOT
vitexin,VASH1-AS1
vitexin,NDST2
Chloropyramine,TCL6
Chloropyramine,AC044802.1
Etilefrine,AL157838.1
Diphemanil Methylsulfate,AP003469.4
Bacampicillin,TCL6
Bacampicillin,LINC01361
Ethionamide,TCL6
Ethionamide,AC007389.3
Ethionamide,ACVR2B-AS1
Ethionamide,RHPN1-AS1
Ethionamide,ZNF213-AS1
Paromomycin,AL034550.1
Paromomycin,NOP14-AS1
Paromomycin,AC096564.2
Lidocaine,AL355922.1
Naringenin,LINC00963
Naringenin,AL034550.1
Naringenin,AL355922.1
Vancomycin,LINC00963
Vancomycin,AL034550.1
Vancomycin,AL441883.1
Vancomycin,TCL6
Iocetamic acid,RFPL1S
3-acetamidocoumarin,TCL6
3-acetamidocoumarin,AL117378.1
Procainamide,AL021937.4
Procainamide,PART1
Procainamide,WT1-AS
Practolol,ZNF213-AS1
Practolol,RHPN1-AS1
Practolol,PART1
Practolol,EGOT
Practolol,ACVR2B-AS1
Practolol,LINC00652
Bromocriptine,LINC00652
Bromocriptine,ENSG00000229645
naringin,KLF3-AS1
naringin,TCL6
naringin,AC090360.1
naringin,LINC00599
naringin,LINC00472
Metyrapone,LINC00342
dimethadione,IDI2-AS1
dimethadione,AL021937.4
dimethadione,AL355922.1
dimethadione,KIF25-AS1
Betaxolol,DIAPH2-AS1
Betaxolol,KIF25-AS1
Zimelidine,LINC00599
Zimelidine,ZNF710-AS1
Zimelidine,AC007613.1
Zimelidine,AC007389.3
Zimelidine,RHPN1-AS1
Doxorubicin,LINC01963
Doxorubicin,AC010834.1
Tyloxapol,KIF25-AS1
Capsaicin,PART1
Capsaicin,AC013391.3
Capsaicin,AL355922.1
Bepridil,NDUFB2-AS1
Bepridil,LINC00652
Bepridil,PART1
Bepridil,NOP14-AS1
Colchicine,AL021937.4
Colchicine,RHPN1-AS1
oleandomycin,NEAT1
oleandomycin,AL034550.1
oleandomycin,LINC00474
Bisacodyl,AC010834.1
Bisacodyl,LINC00342
Bisacodyl,LINC00652
Bisacodyl,NDUFB2-AS1
Dehydrocholic acid,AL355922.1
Dehydrocholic acid,MEG3
N-acetyl-L-leucine,TCL6
N-acetyl-L-leucine,AL355922.1
N-acetyl-L-leucine,AL021937.4
Hymecromone,AL355922.1
Hymecromone,LINC00342
Hymecromone,ACVR2B-AS1
Ketoconazole,AC010834.1
Kanamycin,AC004674.1
Kanamycin,LINC00563
epiandrosterone,LINC00342
Altretamine,LINC00342
Crotamiton,AL031598.1
Crotamiton,NEAT1
Crotamiton,AC002310.2
Crotamiton,ZNF710-AS1
Droperidol,AL021937.4
Droperidol,MMP24OS
Droperidol,MEG3
Droperidol,ENSG00000229645
Hycanthone,DIAPH2-AS1
Hycanthone,LINC00574
Hycanthone,AL355922.1
Josamycin,LINC01361
Josamycin,PART1
Josamycin,NDST2
Josamycin,AC010834.1
terguride,AC007389.3
terguride,AL117378.1
terguride,AP003469.4
eticlopride,AL355922.1
eticlopride,MCF2L-AS1
androsterone,AC010834.1
androsterone,LINC00342
Chlormezanone,AC010834.1
Chlormezanone,VASH1-AS1
Perphenazine,AC007613.1
Perphenazine,LINC00963
Dioxybenzone,ENSG00000229645
Dioxybenzone,AL355922.1
Felbinac,AL355922.1
Felbinac,LINC00474
Felbinac,AC093010.3
Domperidone,AC090360.1
Domperidone,ENSG00000229645
Domperidone,GSN-AS1
Domperidone,AC093010.3
Domperidone,VASH1-AS1
Domperidone,AL021937.4
Domperidone,ZNF213-AS1
Domperidone,LINC00599
Vanoxerine,VASH1-AS1
Vanoxerine,LINC00342
Vanoxerine,AL355922.1
Guanabenz,VASH1-AS1
Guanabenz,LINC00963
Guanabenz,AL021937.4
Iohexol,NDUFB2-AS1
Iohexol,AC093010.3
Iohexol,AC096564.2
Alfuzosin,AL450384.2
Alfuzosin,LINC01963
Alfuzosin,LINC00599
Naloxone,ACVR2B-AS1
Naloxone,AP003469.4
Naloxone,MYCNOS
Naloxone,AL441883.1
Meclizine,AP003469.4
Butylparaben,RHPN1-AS1
Butylparaben,MCF2L-AS1
Butylparaben,ACVR2B-AS1
Butylparaben,NDST2
Latamoxef,MCF2L-AS1
Latamoxef,LINC01963
Latamoxef,RHPN1-AS1
Pentoxyverine,LINC00652
Pentoxyverine,AP003469.4
cotinine,KIF25-AS1
cotinine,GSN-AS1
cephaeline,SNHG20
cephaeline,SNHG14
cephaeline,AL117378.1
cephaeline,AL450384.2
cephaeline,DIAPH2-AS1
Phenoxybenzamine,ZNF213-AS1
Phenoxybenzamine,LINC01361
phthalylsulfathiazole,CTXND1
phthalylsulfathiazole,NDST2
phthalylsulfathiazole,AC010834.1
phthalylsulfathiazole,ACVR2B-AS1
phthalylsulfathiazole,LINC00652
Cephalexin,AL031598.1
Enoxacin,PRKCZ-AS1
Enoxacin,SMAD5-AS1
Enoxacin,AC002310.2
Dipyridamole,LINC00652
Dipyridamole,ZNF710-AS1
Amiodarone,AL021937.4
Amiodarone,ZNF213-AS1
Amiodarone,RHPN1-AS1
Amiodarone,LINC00599
lorglumide,AL355922.1
lorglumide,LINC01361
Equilin,LINC01361
Equilin,AC010834.1
Guanfacine,AP003469.4
Sulfisoxazole,AC010834.1
Sulfisoxazole,AC096564.2
Menadione,CROCCP2
Menadione,PYY2
Menadione,AC010834.1
Menadione,KIF25-AS1
Menadione,ZNF213-AS1
Menadione,AP003469.4
Menadione,LINC01963
Menadione,EGOT
Clioquinol,TP73-AS1
Clioquinol,PART1
3-acetylcoumarin,NDST2
Probucol,MEG3
Azathioprine,DIAPH2-AS1
Azathioprine,AC096564.2
Azathioprine,LINC00563
Azathioprine,AC002310.2
bephenium hydroxynaphthoate,SNHG3
bephenium hydroxynaphthoate,AC002310.2
Clenbuterol,VASH1-AS1
Clenbuterol,AC007613.1
Clenbuterol,NEAT1
Clenbuterol,MEG3
Loperamide,MEG3
Loperamide,LINC01361
Loperamide,EGOT
Flurbiprofen,AC010834.1
thioperamide,VASH1-AS1
Testosterone,AC007405.1
Testosterone,LINC00599
Testosterone,MEG3
Methyldopa,VASH1-AS1
Haloperidol,AC093010.3
pirenperone,ZNF710-AS1
3-hydroxy-DL-kynurenine,KIF25-AS1
Clofazimine,WT1-AS
Clofazimine,NOP14-AS1
Acyclovir,CTXND1
Acyclovir,AL450384.2
Biperiden,MCF2L-AS1
Biperiden,CTXND1
Biperiden,AC010834.1
Biperiden,LINC00574
Timolol,LINC00652
Timolol,AC007613.1
Tiapride,LINC01963
Griseofulvin,AL021937.4
Griseofulvin,ELOA-AS1
dilazep,RHPN1-AS1
Riluzole,AC002310.2
Nalidixic acid,IDI2-AS1
Nalidixic acid,VASH1-AS1
Metaraminol,AC002310.2
Metaraminol,AL117378.1
kawain,VASH1-AS1
Mebendazole,VASH1-AS1
clemizole,MEG3
Ofloxacin,LINC01361
Nitrofurantoin,LINC01963
Nitrofurantoin,AC002310.2
Mephenesin,VASH1-AS1
Pentolinium,VASH1-AS1
Flurandrenolide,IDI2-AS1
Flurandrenolide,AL021937.4
Flurandrenolide,AC007389.3
Flurandrenolide,MCF2L-AS1
Flurandrenolide,AL355922.1
Halcinonide,DIAPH2-AS1
Isocarboxazid,AL021937.4
Isocarboxazid,ENSG00000229645
glycopyrronium bromide,XIST
glycopyrronium bromide,AC002310.2
atractyloside,AC002310.2
Cefamandole,AP003469.4
Guanadrel,SNHG14
alexidine,RHPN1-AS1
alexidine,ENSG00000229645
alexidine,VASH1-AS1
Methotrimeprazine,SNHG14
Methotrimeprazine,IDI2-AS1
calcium folinate,AL021937.4
calcium folinate,AL139352.1
monensin,AC002310.2
monensin,AL355922.1
Medrysone,AC098487.1
Demeclocycline,TCL6
meclofenoxate,ATXN8OS
sulfamethoxypyridazine,AC007613.1
sulfamethoxypyridazine,LINC00963
sulfamethoxypyridazine,LINC01361
Fenoprofen,LINC01361
Sulfamerazine,IDI2-AS1
Bromopride,FOXD1-AS1
Bromopride,CTXND1
Bromopride,LINC00342
Bromopride,AC007613.1
Bromopride,AC004817.1
Isosorbide,AL157838.1
Isosorbide,LINC00574
Fenbufen,TCL6
Fenbufen,NDST2
Fenbufen,LINC00472
Lomefloxacin,NOP14-AS1
Lomefloxacin,AL034550.1
Hydralazine,LINC00339
Hydralazine,KIF25-AS1
Hydralazine,TCL6
Hydralazine,AC007405.1
6-benzylaminopurine,LINC01361
Prilocaine,AC044802.1
Prilocaine,LINC00342
Metoclopramide,AL117378.1
Ketoprofen,RFPL1S
Ketoprofen,AL021937.4
Ketoprofen,LINC01361
Ketoprofen,IDI2-AS1
Ketoprofen,AC007405.1
myosmine,MYCNOS
myosmine,AL355922.1
benzamil,AL117378.1
foliosidine,IDI2-AS1
foliosidine,AL355922.1
Gossypol,LINC00652
Gossypol,VASH1-AS1
karakoline,LINC00342
karakoline,LINC01361
Diphenylpyraline,AC007389.3
Diphenylpyraline,LINC02172
Finasteride,AL450384.2
Finasteride,AL441883.1
Finasteride,MYCNOS
betonicine,KIF25-AS1
trichostatin A,MAPKAPK5-AS1
Sulfathiazole,AC098487.1
Sulfathiazole,NDST2
Probenecid,LINC00472
Probenecid,ELOA-AS1
Probenecid,AC010542.4
Galantamine,AC010542.4
Galantamine,THAP9-AS1
Galantamine,AL450384.2
Galantamine,MCF2L-AS1
Spectinomycin,LINC00339
Spectinomycin,SNHG20
meptazinol,IDI2-AS1
meptazinol,AL450384.2
meptazinol,LINC00963
meptazinol,AL034550.1
calcium pantothenate,LINC02172
calcium pantothenate,AC007389.3
norcyclobenzaprine,NEAT1
conessine,AC007876.1
conessine,AL021937.4
Roxithromycin,AL441883.1
Roxithromycin,FOXD1-AS1
Roxithromycin,AC010542.4
Pyrimethamine,ENSG00000229645
Benperidol,RHPN1-AS1
Benperidol,ZNF710-AS1
canavanine,RHPN1-AS1
canavanine,MIR22HG
Trichlormethiazide,AL157838.1
Molindone,AL034550.1
Molindone,AC007389.3
Atovaquone,AFDN-DT
Atovaquone,LINC00574
Atovaquone,AL157838.1
Atovaquone,SNHG20
Atovaquone,KIF25-AS1
Atovaquone,AL034550.1
Atovaquone,THAP9-AS1
Atovaquone,CROCCP2
Atovaquone,ZNF213-AS1
trimethylcolchicinic acid,SNHG14
trimethylcolchicinic acid,NOP14-AS1
trimethylcolchicinic acid,KIF25-AS1
epitiostanol,ZNF710-AS1
epitiostanol,MYCNOS
Isoxsuprine,ENSG00000229645
pepstatin,AC013391.3
pepstatin,XIST
pepstatin,NDST2
pepstatin,NOP14-AS1
quinisocaine,KIF25-AS1
Mestranol,ATXN8OS
Mestranol,AL021937.4
Mestranol,AC098487.1
Mestranol,ELOA-AS1
Diflunisal,NDST2
Diflunisal,LINC00563
mebhydrolin,AFDN-DT
mebhydrolin,AL450384.2
Colistin,AC007389.3
Colistin,AC007613.1
Colistin,SNHG3
Colistin,NOP14-AS1
hydroxyachillin,VASH1-AS1
hydroxyachillin,ZNF213-AS1
propantheline bromide,LINC00339
Zalcitabine,AL139352.1
Zalcitabine,THAP9-AS1
Zalcitabine,LINC00563
Zalcitabine,SNHG20
Zalcitabine,XIST
digitoxigenin,IDI2-AS1
Pregnenolone,HEXA-AS1
Pregnenolone,ENSG00000229645
Scopolamine,AL034550.1
Scopolamine,LINC01963
Gabexate,ACVR2B-AS1
Gabexate,AL355922.1
Gabexate,AL021937.4
Gabexate,LINC00342
Gabexate,AL139352.1
Amantadine,ZNF710-AS1
Nystatin,CTXND1
Nystatin,TCL6
Nystatin,ZNF213-AS1
Nystatin,RHPN1-AS1
Nystatin,MEG3
Benzocaine,MCF2L-AS1
Benzocaine,NDUFB2-AS1
Benzocaine,KIF25-AS1
Benzocaine,AL355922.1
carcinine,ELOA-AS1
carcinine,AC007613.1
corynanthine,LINC01963
corynanthine,SNHG3
Theophylline,LINC00563
Theophylline,LINC00963
Cyclopenthiazide,AP003469.4
Minaprine,LINC00563
Minaprine,VASH1-AS1
Cetirizine,NEAT1
Cetirizine,AL021937.4
Cetirizine,MCF2L-AS1
Cetirizine,AL355922.1
salsolinol,AL355922.1
salsolinol,AL021937.4
salsolinol,THAP9-AS1
salsolinol,AL117378.1
salsolinol,LINC01963
Procyclidine,NDUFB2-AS1
Procyclidine,MCF2L-AS1
Procyclidine,MIR22HG
Gibberellic acid,VASH1-AS1
Doxylamine,LINC01136
Doxylamine,LINC00563
SR-95531,NOP14-AS1
SR-95531,ELOA-AS1
SR-95531,THAP9-AS1
SR-95531,SMG7-AS1
SR-95531,MCF2L-AS1
SR-95531,AC004690.2
SR-95531,AL355922.1
SR-95531,LINC00574
seneciphylline,AC002310.2
seneciphylline,AC013391.3
seneciphylline,CTXND1
seneciphylline,WT1-AS
seneciphylline,NOP14-AS1
seneciphylline,AL157838.1
seneciphylline,LINC01963
fosfosal,NOP14-AS1
Letrozole,IDI2-AS1
Letrozole,AL441883.1
Letrozole,LINC00563
Letrozole,LINC00963
Letrozole,VASH1-AS1
emetine,LINC00599
emetine,VASH1-AS1
emetine,AL157838.1
Simvastatin,LINC00563
Simvastatin,ZNF213-AS1
Simvastatin,AL117378.1
Oxetacaine,AC044802.1
Oxetacaine,NDUFB2-AS1
Oxetacaine,LINC00563
Piperine,CTXND1
Orciprenaline,ENSG00000229645
Orciprenaline,LINC00472
Indoprofen,LINC00963
Indoprofen,AL355922.1
Indoprofen,RHPN1-AS1
nifuroxazide,AC007613.1
nifuroxazide,LINC01963
Dydrogesterone,VASH1-AS1
Dydrogesterone,LINC01963
Dydrogesterone,LINC00563
(+/-)-catechin,AL021937.4
(+/-)-catechin,NOP14-AS1
(+/-)-catechin,XIST
Tocainide,AL441883.1
sulfaguanidine,AL157838.1
sulfaguanidine,LINC00563
sulfaguanidine,AL021937.4
buflomedil,AFDN-DT
R-atenolol,SNHG3
R-atenolol,FOXD1-AS1
R-atenolol,ATXN8OS
R-atenolol,LINC00563
picrotoxinin,LINC00563
Zuclopenthixol,AFDN-DT
Zuclopenthixol,LINC00963
Zuclopenthixol,MAPKAPK5-AS1
Tolazoline,NDUFB2-AS1
Primaquine,NBPF1
Primaquine,AL355922.1
Primaquine,RHPN1-AS1
Quercetin,ZNF710-AS1
succinylsulfathiazole,AL450384.2
succinylsulfathiazole,RHPN1-AS1
succinylsulfathiazole,ZNF213-AS1
succinylsulfathiazole,AL441883.1
succinylsulfathiazole,MCF2L-AS1
retrorsine,IDI2-AS1
retrorsine,LINC02172
Liothyronine,AC002310.2
Naphazoline,NDUFB2-AS1
lactobionic acid,SNHG17
lactobionic acid,AL021937.4
lactobionic acid,AL157838.1
Omeprazole,LINC00339
Omeprazole,ENSG00000229645
Omeprazole,AL117378.1
Nifurtimox,AL021937.4
Carisoprodol,ELOA-AS1
palmatine,MCF2L-AS1
Apramycin,IDI2-AS1
Apramycin,MCF2L-AS1
Apramycin,AL117378.1
Miconazole,AL117378.1
Miconazole,IDI2-AS1
Pyrazinamide,SNHG3
tracazolate,NDUFB2-AS1
Cefaclor,AL157838.1
Cefaclor,NDUFB2-AS1
Harmaline,AL021937.4
Methoxamine,LINC00339
Glimepiride,AL117378.1
Glimepiride,AL021937.4
Glimepiride,LINC00963
Acebutolol,IDI2-AS1
Acebutolol,LINC00963
SR-95639A,AL157838.1
Lovastatin,MCF2L-AS1
Sulfabenzamide,IDI2-AS1
Daunorubicin,THAP9-AS1
Daunorubicin,MCM3AP-AS1
Daunorubicin,CROCCP2
Daunorubicin,NBPF1
Daunorubicin,LINC01963
Daunorubicin,AC007389.3
Daunorubicin,LINC00339
Daunorubicin,SNHG3
Daunorubicin,MIR22HG
Daunorubicin,ELOA-AS1
Daunorubicin,AC098487.1
Daunorubicin,MEG3
Daunorubicin,ZNF213-AS1
Daunorubicin,SNHG20
lasalocid,AC002310.2
methyldopate,AL021937.4
methyldopate,ACVR2B-AS1
khellin,ZNF710-AS1
Doxazosin,RHPN1-AS1
Doxazosin,SNHG3
thioguanosine,MIR22HG
thioguanosine,SNHG3
thioguanosine,AP003469.4
Methapyrilene,ELOA-AS1
Methapyrilene,TCL6
Methapyrilene,IDI2-AS1
Glipizide,LINC00563
Progesterone,AC098487.1
Progesterone,ZNF213-AS1
Progesterone,ACVR2B-AS1
Ketanserin,IDI2-AS1
Ketanserin,AC098487.1
Ketanserin,LINC00563
Amoxapine,IDI2-AS1
Amoxapine,NEAT1
Amoxapine,ELOA-AS1
velnacrine,AC007613.1
velnacrine,IDI2-AS1
velnacrine,LINC00563
Sulconazole,NEAT1
Sulconazole,AC002310.2
Bezafibrate,AL117378.1
Bezafibrate,ELOA-AS1
Methotrexate,SNHG3
edrophonium chloride,NEAT1
edrophonium chloride,AC098487.1
(-)-MK-801,SNHG14
luteolin,NEAT1
Clorgiline,AC002310.2
Famotidine,LINC00563
Benzbromarone,NEAT1
Brinzolamide,MEG3
Brinzolamide,SMIM27
Brinzolamide,NEAT1
Metixene,AP003469.4
Metixene,LINC00599
Metixene,NEAT1
Metixene,AL117378.1
Prasterone,AC002310.2
Maprotiline,NEAT1
Maprotiline,LINC00339
Maprotiline,MIR22HG
Maprotiline,LINC00963
Maprotiline,LINC00563
Maprotiline,AFDN-DT
Ciclopirox,SNHG14
Ciclopirox,NEAT1
Ciclopirox,ENSG00000229645
Ciclopirox,CTXND1
Diloxanide,SNHG14
Diloxanide,NEAT1
Ouabain,MCM3AP-AS1
Ouabain,SNHG20
Ouabain,IDI2-AS1
Ouabain,LINC01963
Etoposide,LINC00563
Etoposide,AC007389.3
Etoposide,AL441883.1
Etoposide,AC002310.2
Etoposide,LINC00963
Lisuride,SNHG14
Piracetam,CTXND1
Piracetam,NDST2
Piracetam,ZNF710-AS1
Piracetam,AL441883.1
Piracetam,PART1
Piracetam,AL034550.1
Ifenprodil,LINC00342
Ifenprodil,TP73-AS1
Ifenprodil,DIAPH2-AS1
Ifenprodil,AC007405.1
Ifenprodil,AL034550.1
Ifenprodil,TCL6
Ifenprodil,CTXND1
Ifenprodil,ZNF710-AS1
Ifenprodil,LINC00574
Ifenprodil,MCM3AP-AS1
Ifenprodil,AL021937.4
Ifenprodil,KIF25-AS1
Ifenprodil,WT1-AS
Ifenprodil,SMG7-AS1
Ifenprodil,AC044802.1
adrenosterone,NDST2
adrenosterone,TCL6
adrenosterone,IDI2-AS1
adrenosterone,SNHG20
Pivampicillin,ENSG00000229645
Pivampicillin,ZNF710-AS1
Pivampicillin,ZNF213-AS1
Chloramphenicol,ZNF710-AS1
Chloramphenicol,DIAPH2-AS1
etofylline,ZNF710-AS1
etofylline,WT1-AS
etofylline,GSN-AS1
etofylline,AL117378.1
etofylline,MEG3
Indometacin,LINC00342
Indometacin,LINC00472
Indometacin,KIF25-AS1
Indometacin,AC096564.2
Indometacin,IDI2-AS1
octopamine,SNHG20
Roxarsone,DIAPH2-AS1
Roxarsone,ZNF213-AS1
Allantoin,PRIM2
Allantoin,CTXND1
Allantoin,ZNF213-AS1
Allantoin,LINC00474
antimycin A,AC090360.1
Ceftazidime,XIST
Ceftazidime,AC007613.1
Ceftazidime,LINC01361
Ceftazidime,ACVR2B-AS1
Norethisterone,KIF25-AS1
Norethisterone,SMIM27
Norethisterone,NDST2
Torasemide,TCL6
Torasemide,ENSG00000229645
Homatropine,AC010834.1
Homatropine,ENSG00000229645
Homatropine,Z83844.2
Homatropine,GSN-AS1
Homatropine,LINC00652
Homatropine,AC007876.1
Homatropine,ZNF710-AS1
Flufenamic Acid,GSN-AS1
Flufenamic Acid,AL441883.1
Flufenamic Acid,AL157838.1
Flufenamic Acid,EGOT
Trimetazidine,AC093010.3
Trimetazidine,ENSG00000229645
denatonium benzoate,MCF2L-AS1
denatonium benzoate,KIF25-AS1
Imidurea,ZNF213-AS1
Imidurea,RFPL1S
Imidurea,ZNF710-AS1
Ornidazole,MEG3
Ornidazole,TCL6
Ornidazole,ZNF213-AS1
Ornidazole,IDI2-AS1
Diethylcarbamazine,IDI2-AS1
Diethylcarbamazine,GSN-AS1
Diethylcarbamazine,AL450384.2
Diethylcarbamazine,AL157838.1
Diethylcarbamazine,CTXND1
Diethylcarbamazine,TCL6
Tridihexethyl,MCF2L-AS1
Metformin,PRIM2
Metformin,LINC00342
Gemfibrozil,LINC00342
Gemfibrozil,KLF3-AS1
Gemfibrozil,EGOT
Gemfibrozil,AC090360.1
Prenylamine,KIF25-AS1
Prenylamine,RHPN1-AS1
Niflumic Acid,AL117378.1
Niflumic Acid,AC007876.1
Niflumic Acid,LINC00652
Pizotifen,AL157838.1
Pizotifen,LINC00963
Pizotifen,AC007389.3
Pizotifen,AC096564.2
Loracarbef,KIF25-AS1
Loracarbef,AC004690.2
Loracarbef,CTXND1
Loracarbef,TCL6
Loracarbef,LINC00472
Chlorpromazine,LINC00963
Chlorpromazine,KIF25-AS1
Chlorpromazine,AC093010.3
hydrastinine,AL021937.4
hydrastinine,KIF25-AS1
hydrastinine,Z83844.2
hydrastinine,KLF3-AS1
Minocycline,KIF25-AS1
Minocycline,ENSG00000229645
Dapsone,GSN-AS1
Dapsone,TCL6
Dapsone,MEG3
Dapsone,AC044802.1
Dapsone,AC004690.2
Dapsone,AL021937.4
Dapsone,LINC01136
Dapsone,AC090360.1
Dapsone,ZNF213-AS1
Dapsone,KIF25-AS1
Mafenide,MYCNOS
Mafenide,AC007876.1
Mafenide,SMIM27
Mafenide,AC004674.1
Mafenide,AC007405.1
lobelanidine,ZNF213-AS1
lobelanidine,AL157838.1
lobelanidine,AL034550.1
lobelanidine,ENSG00000229645
lobelanidine,AL355922.1
lobelanidine,LINC00652
lobelanidine,DIAPH2-AS1
Perhexiline,MYCNOS
Perhexiline,AL157838.1
Perhexiline,AC090360.1
Isometheptene,AL157838.1
Isometheptene,ENSG00000229645
Isometheptene,MCF2L-AS1
Levopropoxyphene,TCL6
Levopropoxyphene,LINC00599
Levopropoxyphene,LINC01361
Levopropoxyphene,AL157838.1
Levopropoxyphene,KIF25-AS1
Levopropoxyphene,EGOT
todralazine,VASH1-AS1
Pyrantel,LINC00574
Pyrantel,GSN-AS1
Gliclazide,AL157838.1
Gliclazide,LINC00342
Gliclazide,ZNF213-AS1
Bufexamac,DIAPH2-AS1
Bufexamac,AL034550.1
Bufexamac,TCL6
Bufexamac,AC007613.1
Bufexamac,ZNF213-AS1
Rimexolone,ZNF213-AS1
Rimexolone,MCF2L-AS1
Rimexolone,AC007389.3
Rimexolone,RHPN1-AS1
Carbamazepine,LINC00963
Carbamazepine,VASH1-AS1
Carbamazepine,ENSG00000229645
Oxolinic acid,NOP14-AS1
Thiocolchicoside,LINC01136
Thiocolchicoside,NDUFB2-AS1
Thiocolchicoside,LINC01963
Thiocolchicoside,LINC00342
telenzepine,AC010834.1
telenzepine,ENSG00000229645
telenzepine,MEG3
telenzepine,MCF2L-AS1
Sulfadiazine,DIAPH2-AS1
Sulfadiazine,TCL6
Sulfadiazine,GSN-AS1
Sulfadiazine,AL034550.1
Sulfadiazine,LINC01136
Sulfadiazine,AL157838.1
Sulfadiazine,ENSG00000229645
Sulfadiazine,AFDN-DT
Sulfadiazine,AC010834.1
Sulfadiazine,THAP9-AS1
Sulfadiazine,CROCCP2
Sulfadiazine,AL117378.1
Sulfadiazine,AL450384.2
Hyoscyamine,ENSG00000229645
Prednisolone,AL355922.1
Prednisolone,NOP14-AS1
Prednisolone,RHPN1-AS1
Prednisolone,VASH1-AS1
Prednisolone,AL117378.1
Prednisolone,ENSG00000229645
Flucloxacillin,AL157838.1
Flumequine,MEG3
Flumequine,AC007389.3
Parthenolide,NDST2
Parthenolide,AC098487.1
Parthenolide,AP003469.4
Parthenolide,AC007389.3
Parthenolide,CTXND1
dropropizine,TCL6
dropropizine,LINC00599
Mefenamic acid,AC007389.3
Mefenamic acid,MCF2L-AS1
Mefenamic acid,ZNF710-AS1
Aztreonam,AC007389.3
Aztreonam,XIST
Aztreonam,MCF2L-AS1
scoulerine,ENSG00000229645
scoulerine,VASH1-AS1
scoulerine,AL034550.1
Bupivacaine,ZNF710-AS1
Bupivacaine,AC002310.2
Bupivacaine,EGOT
enilconazole,AC098487.1
enilconazole,AC007405.1
enilconazole,AL157838.1
Bethanechol,AC007405.1
Bethanechol,ZNF213-AS1
Bethanechol,TCL6
Metampicillin,ENSG00000229645
Metampicillin,FOXD1-AS1
Metampicillin,AC007389.3
Mometasone,MEG3
Mometasone,TCL6
Mometasone,AC004690.2
Bumetanide,AL117378.1
deptropine,NDST2
deptropine,AC002310.2
deptropine,AC010834.1
deptropine,TCL6
deptropine,AL157838.1
Prednicarbate,AL031598.1
Prednicarbate,MCF2L-AS1
Prednicarbate,LINC00342
Alvespimycin,ELOA-AS1
Valproic Acid,LINC01963
Chlorpromazine,RHPN1-AS1
Vorinostat,AL139352.1
Vorinostat,AC098487.1
Geldanamycin,ELOA-AS1
Geldanamycin,LINC00339
Thioridazine,LINC00963
Rosiglitazone,LINC00963
Genistein,IDI2-AS1
Genistein,AC007613.1
LY-294002,AC007613.1
LY-294002,MMP24OS
Fluphenazine,NEAT1
Fluphenazine,ENSG00000229645
LY-294002,NDUFB2-AS1
Sirolimus,MAPKAPK5-AS1
Sirolimus,TP53TG1
Sirolimus,AC098487.1
Wortmannin,AC007613.1
Alfuzosin,IDI2-AS1
Alfuzosin,LINC00342
Alfuzosin,AC010542.4
Alfuzosin,VASH1-AS1
Meclizine,AL034550.1
Meclizine,ENSG00000229645
Meclizine,ACVR2B-AS1
Butylparaben,IDI2-AS1
cotinine,MCF2L-AS1
cotinine,NDST2
cephaeline,LINC00339
cephaeline,AP003469.4
Phenoxybenzamine,MIR22HG
Phenoxybenzamine,SNHG17
Phenoxybenzamine,IDI2-AS1
Phenoxybenzamine,AL450384.2
Phenoxybenzamine,AP003469.4
Phenoxybenzamine,RHPN1-AS1
phthalylsulfathiazole,TCL6
phthalylsulfathiazole,MCF2L-AS1
Cephalexin,LINC00342
Enoxacin,LINC00963
Dipyridamole,SNHG14
Dipyridamole,AL355922.1
Amiodarone,LINC00574
lorglumide,LINC00472
lorglumide,MCF2L-AS1
